"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK RIVER","188","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","CHEROKEE","189","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","CHEROKEE","189","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","CHEROKEE","189","19"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","CHEROKEE","189","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","NICHOLS","190","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","NICHOLS","190","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","NICHOLS","190","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","NICHOLS","190","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","LONE PINE","191","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","LONE PINE","191","0"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","LONE PINE","191","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","LONE PINE","191","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK MTN","192","0"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK MTN","192","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK MTN","192","8"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK MTN","192","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK LAKE","193","0"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK LAKE","193","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK LAKE","193","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK LAKE","193","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","FIKER","194","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","FIKER","194","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","FIKER","194","12"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","FIKER","194","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","ROSS CANYON","195","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","ROSS CANYON","195","14"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","ROSS CANYON","195","18"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","ROSS CANYON","195","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","HENDRICK","196","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","HENDRICK","196","11"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","HENDRICK","196","13"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","HENDRICK","196","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","DIXON","197","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","DIXON","197","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","DIXON","197","11"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","DIXON","197","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","KERMEL","198","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","KERMEL","198","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","KERMEL","198","10"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","KERMEL","198","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #10","202","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #10","202","9"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #10","202","13"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #10","202","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #11","203","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #11","203","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #11","203","38"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #11","203","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #12","204","9"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #12","204","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #12","204","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #12","204","14"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #13","205","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #13","205","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #13","205","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #13","205","9"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #14","206","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #14","206","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #14","206","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #14","206","0"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #15","207","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #15","207","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #15","207","25"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #15","207","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #16","208","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #16","208","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #16","208","12"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #16","208","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #17","209","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #17","209","8"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #17","209","25"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #17","209","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #18","210","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #18","210","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #18","210","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #18","210","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #19","211","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #19","211","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #19","211","14"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #19","211","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #20","212","0"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #20","212","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #20","212","15"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #20","212","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #21","213","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #21","213","13"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #21","213","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #21","213","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #22","214","9"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #22","214","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #22","214","18"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #22","214","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #23","215","0"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #23","215","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #23","215","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #23","215","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #24","216","0"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #24","216","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #24","216","11"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #24","216","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","SUNSET LAKES","236","0"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","SUNSET LAKES","236","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","SUNSET LAKES","236","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","SUNSET LAKES","236","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","FLATS","237","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","FLATS","237","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","FLATS","237","13"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","FLATS","237","2"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","Total","-1","698"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","Total","-1","1121"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","Total","-1","565"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON  9","101209","42"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON  9","101209","54"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON  9","101209","40"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON 15","101215","9"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON 15","101215","17"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON 15","101215","10"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON  1","391201","57"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON  1","391201","84"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON  1","391201","40"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON  2","391202","44"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON  2","391202","46"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON  2","391202","26"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON  3","391203","33"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON  3","391203","60"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON  3","391203","46"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON  4","391204","101"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON  4","391204","121"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON  4","391204","46"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON  5","391205","44"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON  5","391205","118"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON  5","391205","45"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON  6","391206","42"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON  6","391206","79"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON  6","391206","44"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON  7","391207","60"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON  7","391207","110"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON  7","391207","48"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON  8","391208","53"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON  8","391208","107"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON  8","391208","34"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON 10","391210","48"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON 10","391210","73"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON 10","391210","37"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON 11","391211","22"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON 11","391211","46"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON 11","391211","21"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON 12","391212","42"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON 12","391212","24"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON 12","391212","31"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON 13","391213","50"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON 13","391213","85"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON 13","391213","41"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON 14","391214","24"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON 14","391214","58"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON 14","391214","29"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON 16(*)","391216","0"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON 16(*)","391216","0"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON 16(*)","391216","0"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Mike Hopson","ARLINGTON 17(*)","391217","0"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Jan Schuette","ARLINGTON 17(*)","391217","0"
"CITY OF ARLINGTON COUNCIL POSITION 7","SN","Scott Keith","ARLINGTON 17(*)","391217","0"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","Total","-1","1896"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","Total","-1","1688"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","Total","-1","649"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 32(*)","113901","0"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 32(*)","113901","0"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 32(*)","113901","0"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD  1(*)","213251","0"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD  1(*)","213251","0"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD  1(*)","213251","0"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD  2","213252","52"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD  2","213252","33"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD  2","213252","29"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD  3","213253","58"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD  3","213253","40"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD  3","213253","22"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD  4","213254","36"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD  4","213254","52"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD  4","213254","19"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD  5","213255","40"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD  5","213255","29"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD  5","213255","12"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD  6","213256","63"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD  6","213256","49"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD  6","213256","23"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD  7","213257","98"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD  7","213257","66"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD  7","213257","24"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD  8","213258","55"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD  8","213258","45"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD  8","213258","13"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD  9","213259","88"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD  9","213259","62"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD  9","213259","27"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 10","213260","42"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 10","213260","43"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 10","213260","15"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 11","213261","42"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 11","213261","90"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 11","213261","24"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 12","213262","63"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 12","213262","54"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 12","213262","21"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 13","213263","52"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 13","213263","48"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 13","213263","13"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 14","213264","57"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 14","213264","56"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 14","213264","20"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 15","213265","53"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 15","213265","30"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 15","213265","19"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 16","213266","82"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 16","213266","49"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 16","213266","17"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 17","213267","116"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 17","213267","67"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 17","213267","17"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 18","213268","67"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 18","213268","53"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 18","213268","30"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 19","213269","61"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 19","213269","61"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 19","213269","16"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 20","213270","53"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 20","213270","52"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 20","213270","22"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 21","213271","72"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 21","213271","66"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 21","213271","20"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 22","213272","52"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 22","213272","53"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 22","213272","21"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 23","213273","54"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 23","213273","55"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 23","213273","29"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 24","213274","38"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 24","213274","47"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 24","213274","24"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 25","213275","79"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 25","213275","69"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 25","213275","31"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 26","213276","65"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 26","213276","63"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 26","213276","22"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 28","213278","45"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 28","213278","35"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 28","213278","12"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 29","213279","64"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 29","213279","86"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 29","213279","33"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","M. Christopher Boyer","LYNNWOOD 30","213280","68"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","Michael Moore","LYNNWOOD 30","213280","69"
"CITY OF LYNNWOOD COUNCIL POSITION #1","SN","James Robert Deal","LYNNWOOD 30","213280","27"
